epoch,acc,loss,val_acc,val_loss
0,0.22328932408024282,1.877329456706007,0.1554054095334298,1.7998451485827163
1,0.2533013287211667,1.838452707819578,0.27027028094272354,1.7956681154869698
2,0.3745498317880791,1.642137056138335,0.5067567706510827,1.3753261139263977
3,0.4777911304175353,1.4257686473742253,0.5472973115943573,1.1969149076455348
4,0.4909964118685041,1.295674760301574,0.58108109477404,1.1261109006968704
5,0.5198079380167633,1.2147808771173494,0.628378390661768,1.053493358597562
6,0.5774309881845442,1.1039756634155242,0.5608108243024027,1.086422258132213
7,0.594237708369223,1.0601542354130946,0.6418919033698134,0.9821277349381834
8,0.605042032459203,1.0048838270311595,0.6959459612498412,0.8963921672186336
9,0.6194477942811341,0.9272041994483531,0.6351351512444986,0.9314310125805236
10,0.6302521163675966,0.8885673627633006,0.6756756935973425,0.8318191234123062
11,0.6386554767103756,0.8461119874435312,0.6824324485417959,0.838532984760162
12,0.6734694004559717,0.7980538636696439,0.6621621766605893,0.8610739756274868
13,0.6866746837852382,0.7644536939739179,0.5945946131203625,0.8613723121784829
14,0.6794718038134214,0.7645054200366765,0.6824324499513652,0.818242268586481
15,0.6950780441280172,0.7232661695540452,0.6283783934809066,0.8129865758725114
16,0.7058823669657988,0.6994184348262659,0.6756756921877732,0.8664734647986857
17,0.7094838068264873,0.682030082875941,0.6486486667716825,0.8461867215464244
18,0.7178871686719045,0.6666940651020082,0.6824324499513652,0.8117277244659694
19,0.693877565259693,0.6671820793833051,0.6486486681812519,0.8261655232793575
20,0.7250900491446006,0.641504656617381,0.6824324485417959,0.8687438714141781
21,0.7058823662144798,0.6595736532902517,0.6621621808892971,0.8404460698366165
22,0.7262905301416621,0.6089782773697076,0.6824324485417959,0.883786146101114
23,0.7334934112404575,0.5850881783589095,0.6891892048958186,0.8713143094367272
24,0.7130852480645941,0.603881100646588,0.6824324499513652,0.9371658515285801
25,0.7082833274572837,0.6087798384808693,0.6689189344241813,0.8637397821891952
26,0.7142857285607763,0.5780335214583814,0.6554054231257052,0.945722322105556
27,0.7370948506002667,0.5494623900148548,0.6756756935973425,0.9394708837105615
28,0.7298919703780102,0.560325390150567,0.6486486653621132,0.9953945086815873
29,0.7478991726867291,0.5303648553256478,0.6756756935973425,1.0534810675559818
30,0.7178871680458053,0.5748069389339756,0.5945946141271978,0.9399066166700544
31,0.7322929306190555,0.5457209924689862,0.6418919090080906,1.0140836875684358
32,0.7527010916661816,0.5319485705690223,0.6283783948904759,1.0392316110633515
33,0.7430972512028798,0.5342999170182132,0.6891892048958186,0.9638422159729777
34,0.7623049348843198,0.5238536227212733,0.6283783948904759,1.1090236740136468
35,0.7683073349860536,0.5323559140645656,0.6283783948904759,1.0116259312710247
36,0.745498211569145,0.5404025590469858,0.6418919090080906,1.173710482748779
37,0.7587034942723122,0.5126604998186857,0.6283783948904759,1.164047691669013
38,0.7539015730389026,0.518513221199773,0.6486486653621132,1.1441824295230814
39,0.7611044537620384,0.49736571362038623,0.6554054217161359,1.0753956511616707
40,0.76230493463388,0.5194723475880983,0.6689189372433199,1.150177866019107
41,0.7599039738919554,0.4906763801930331,0.6351351512444986,1.2979179056915078
42,0.7611044545133575,0.49253353103995323,0.6554054231257052,1.1844383663422353
43,0.7671068551159707,0.49150704373331633,0.6216216413555918,1.2797810443349786
44,0.7731092559690235,0.46942775953216714,0.6621621794797279,1.0632150804472935
45,0.7575030141517896,0.5224165260916999,0.6621621794797279,1.239128704912759
46,0.7779111762006744,0.47364117133141564,0.6486486667716825,1.240972657260057
47,0.7563025332799479,0.4957724737645197,0.6554054231257052,1.2466815973858576
48,0.7791116563211969,0.47507348265342353,0.6351351526540678,1.2609103221345592
49,0.780312137693918,0.4595332020784126,0.6418919104176599,1.2363443497467685
